material_id,cif,formation_energy_per_atom,total_magnetization
561922,"# generated using pymatgen
data_LaCoO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.37951609
_cell_length_b   5.37845795
_cell_length_c   5.45666375
_cell_angle_alpha   60.09469467
_cell_angle_beta   60.28142536
_cell_angle_gamma   61.54033686
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaCoO3
_chemical_formula_sum   'La2 Co2 O6'
_cell_volume   113.20636656
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.74770769  0.75315827  0.25039457  1
  La  La1  1  0.25229004  0.24683845  0.74959791  1
  Co  Co2  1  0.50000627  0.49998415  0.00001616  1
  Co  Co3  1  0.99997459  0.99998763  0.50001341  1
  O  O4  1  0.26590530  0.69603998  0.31725259  1
  O  O5  1  0.73407055  0.30398267  0.68272635  1
  O  O6  1  0.81743776  0.21955570  0.19474876  1
  O  O7  1  0.18255752  0.78042423  0.80528837  1
  O  O8  1  0.70887463  0.78864888  0.75102112  1
  O  O9  1  0.29117666  0.21138105  0.24893977  1
",-2.588514638,3.9748815
1283250,"# generated using pymatgen
data_BaCoO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.72648266
_cell_length_b   5.72263780
_cell_length_c   9.70762787
_cell_angle_alpha   89.80945837
_cell_angle_beta   89.71405459
_cell_angle_gamma   59.96179190
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaCoO3
_chemical_formula_sum   'Ba4 Co4 O12'
_cell_volume   275.39434450
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.33353900  0.33343000  0.49968200  1
  Ba  Ba1  1  0.33283300  0.33362900  0.00008900  1
  Ba  Ba2  1  0.66659700  0.66670200  0.24976200  1
  Ba  Ba3  1  0.66671900  0.66627300  0.75016100  1
  Co  Co4  1  0.00073500  0.99929500  0.62500800  1
  Co  Co5  1  0.99835800  0.00081100  0.87515400  1
  Co  Co6  1  0.99927000  0.00079200  0.12526400  1
  Co  Co7  1  0.00161100  0.99894300  0.37460400  1
  O  O8  1  0.85415500  0.85356400  0.49497700  1
  O  O9  1  0.85375500  0.85389500  0.99497100  1
  O  O10  1  0.70730300  0.14613900  0.24706400  1
  O  O11  1  0.70669500  0.14667000  0.74899500  1
  O  O12  1  0.29398600  0.85298500  0.50118400  1
  O  O13  1  0.29159500  0.85471000  0.00269200  1
  O  O14  1  0.85450200  0.29227400  0.50337700  1
  O  O15  1  0.85189100  0.29573900  0.00300500  1
  O  O16  1  0.14834200  0.70441400  0.24753100  1
  O  O17  1  0.14601800  0.70689500  0.74618800  1
  O  O18  1  0.14560500  0.14710100  0.25515200  1
  O  O19  1  0.14648400  0.14574200  0.75514100  1
",-2.046802817,0.0037181
1291939,"# generated using pymatgen
data_SrNiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.89340266
_cell_length_b   11.12972517
_cell_length_c   5.48377977
_cell_angle_alpha   89.98498803
_cell_angle_beta   89.97147250
_cell_angle_gamma   90.03248363
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrNiO3
_chemical_formula_sum   'Sr4 Ni4 O12'
_cell_volume   237.62582014
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00001800  0.12416400  0.25001400  1
  Sr  Sr1  1  0.99996900  0.37634200  0.75000400  1
  Sr  Sr2  1  0.99997000  0.62285400  0.24994900  1
  Sr  Sr3  1  0.00002700  0.87660800  0.75004900  1
  Ni  Ni4  1  0.49995900  0.62602500  0.74990200  1
  Ni  Ni5  1  0.50004200  0.87397100  0.25011200  1
  Ni  Ni6  1  0.50002700  0.12744600  0.75014800  1
  Ni  Ni7  1  0.49998600  0.37267800  0.24983300  1
  O  O8  1  0.50000500  0.24993700  0.99992200  1
  O  O9  1  0.50001200  0.50593100  0.49965100  1
  O  O10  1  0.50000600  0.75003400  0.99997700  1
  O  O11  1  0.49997900  0.99406300  0.50032900  1
  O  O12  1  0.49999700  0.24994300  0.50005400  1
  O  O13  1  0.50003300  0.50578000  0.99980800  1
  O  O14  1  0.50000000  0.75004100  0.50002200  1
  O  O15  1  0.49996600  0.99420800  0.00021800  1
  O  O16  1  0.00003300  0.13002200  0.75014500  1
  O  O17  1  0.99997000  0.36990100  0.24986000  1
  O  O18  1  0.99994600  0.63277300  0.75007500  1
  O  O19  1  0.00005200  0.86727800  0.24993000  1
",-1.757847312,0.0009314
1281528,"# generated using pymatgen
data_LaMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.96667200
_cell_length_b   11.07224004
_cell_length_c   5.69911702
_cell_angle_alpha   89.99010164
_cell_angle_beta   90.00080843
_cell_angle_gamma   89.99998969
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaMnO3
_chemical_formula_sum   'La4 Mn4 O12'
_cell_volume   250.30489981
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.49999500  0.24328300  0.98759000  1
  La  La1  1  0.49999300  0.74318100  0.98756400  1
  La  La2  1  0.49998800  0.00671100  0.48763400  1
  La  La3  1  0.49999000  0.50671800  0.48776500  1
  Mn  Mn4  1  0.00000000  0.75254100  0.49867600  1
  Mn  Mn5  1  0.00000200  0.49747700  0.99879500  1
  Mn  Mn6  1  0.00000200  0.25265200  0.49861900  1
  Mn  Mn7  1  0.00000400  0.99730900  0.99870500  1
  O  O8  1  0.50000100  0.24847600  0.49631800  1
  O  O9  1  0.50000000  0.74841300  0.49631300  1
  O  O10  1  0.50000200  0.00156700  0.99635300  1
  O  O11  1  0.50000100  0.50153500  0.99637000  1
  O  O12  1  0.99999300  0.34723500  0.83150100  1
  O  O13  1  0.99999200  0.84713600  0.83163200  1
  O  O14  1  0.99998900  0.40285500  0.33156800  1
  O  O15  1  0.99998800  0.90286100  0.33167600  1
  O  O16  1  0.00001700  0.14421700  0.18569500  1
  O  O17  1  0.00001800  0.64420900  0.18572000  1
  O  O18  1  0.00001300  0.10582200  0.68576100  1
  O  O19  1  0.00001200  0.60580400  0.68574500  1
",-2.958365909,16.0001685
19201,"# generated using pymatgen
data_CaMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.33344400
_cell_length_b   5.39895300
_cell_length_c   7.57146500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaMnO3
_chemical_formula_sum   'Ca4 Mn4 O12'
_cell_volume   218.02043677
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.50824500  0.54378700  0.25000000  1
  Ca  Ca1  1  0.99175500  0.04378700  0.25000000  1
  Ca  Ca2  1  0.49175500  0.45621300  0.75000000  1
  Ca  Ca3  1  0.00824500  0.95621300  0.75000000  1
  Mn  Mn4  1  0.00000000  0.50000000  0.00000000  1
  Mn  Mn5  1  0.50000000  0.00000000  0.50000000  1
  Mn  Mn6  1  0.00000000  0.50000000  0.50000000  1
  Mn  Mn7  1  0.50000000  0.00000000  0.00000000  1
  O  O8  1  0.42225300  0.98152900  0.25000000  1
  O  O9  1  0.07774700  0.48152900  0.25000000  1
  O  O10  1  0.57774700  0.01847100  0.75000000  1
  O  O11  1  0.92225300  0.51847100  0.75000000  1
  O  O12  1  0.79401500  0.79201500  0.04008500  1
  O  O13  1  0.70598500  0.29201500  0.45991500  1
  O  O14  1  0.20598500  0.20798500  0.54008500  1
  O  O15  1  0.29401500  0.70798500  0.95991500  1
  O  O16  1  0.20598500  0.20798500  0.95991500  1
  O  O17  1  0.29401500  0.70798500  0.54008500  1
  O  O18  1  0.79401500  0.79201500  0.45991500  1
  O  O19  1  0.70598500  0.29201500  0.04008500  1
",-2.500438064,12.0051162
756102,"# generated using pymatgen
data_MgCoO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.92736200
_cell_length_b   5.14567800
_cell_length_c   7.19145900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgCoO3
_chemical_formula_sum   'Mg4 Co4 O12'
_cell_volume   182.33669754
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.48456400  0.56765100  0.75000000  1
  Mg  Mg1  1  0.98456400  0.93234900  0.25000000  1
  Mg  Mg2  1  0.01543600  0.06765100  0.75000000  1
  Mg  Mg3  1  0.51543600  0.43234900  0.25000000  1
  Co  Co4  1  0.00000000  0.50000000  0.50000000  1
  Co  Co5  1  0.50000000  0.00000000  0.50000000  1
  Co  Co6  1  0.50000000  0.00000000  0.00000000  1
  Co  Co7  1  0.00000000  0.50000000  0.00000000  1
  O  O8  1  0.37640300  0.05398800  0.25000000  1
  O  O9  1  0.87640300  0.44601200  0.75000000  1
  O  O10  1  0.12359700  0.55398800  0.25000000  1
  O  O11  1  0.62359700  0.94601200  0.75000000  1
  O  O12  1  0.18681400  0.81238100  0.93563500  1
  O  O13  1  0.68681400  0.68761900  0.06436500  1
  O  O14  1  0.31318600  0.31238100  0.56436500  1
  O  O15  1  0.81318600  0.18761900  0.43563500  1
  O  O16  1  0.18681400  0.81238100  0.56436500  1
  O  O17  1  0.68681400  0.68761900  0.43563500  1
  O  O18  1  0.81318600  0.18761900  0.06436500  1
  O  O19  1  0.31318600  0.31238100  0.93563500  1
",-1.800386535,4.0002481
1180700,"# generated using pymatgen
data_LaMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.56354300
_cell_length_b   5.56517400
_cell_length_c   8.03170200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaMnO3
_chemical_formula_sum   'La4 Mn4 O12'
_cell_volume   248.67823883
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.50258400  0.00651100  0.25000000  1
  La  La1  1  0.99741600  0.50651100  0.25000000  1
  La  La2  1  0.49741600  0.99348900  0.75000000  1
  La  La3  1  0.00258400  0.49348900  0.75000000  1
  Mn  Mn4  1  0.50000000  0.50000000  0.00000000  1
  Mn  Mn5  1  0.00000000  0.00000000  0.50000000  1
  Mn  Mn6  1  0.50000000  0.50000000  0.50000000  1
  Mn  Mn7  1  0.00000000  0.00000000  0.00000000  1
  O  O8  1  0.50136200  0.49557100  0.25000000  1
  O  O9  1  0.99863800  0.99557100  0.25000000  1
  O  O10  1  0.49863800  0.50442900  0.75000000  1
  O  O11  1  0.00136200  0.00442900  0.75000000  1
  O  O12  1  0.69670800  0.80346800  0.00071200  1
  O  O13  1  0.80329200  0.30346800  0.49928800  1
  O  O14  1  0.30329200  0.19653200  0.50071200  1
  O  O15  1  0.19670800  0.69653200  0.99928800  1
  O  O16  1  0.30329200  0.19653200  0.99928800  1
  O  O17  1  0.19670800  0.69653200  0.50071200  1
  O  O18  1  0.69670800  0.80346800  0.49928800  1
  O  O19  1  0.80329200  0.30346800  0.00071200  1
",-2.967020409,16.0
770581,"# generated using pymatgen
data_MgMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.00810100
_cell_length_b   5.22758900
_cell_length_c   7.30440500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgMnO3
_chemical_formula_sum   'Mg4 Mn4 O12'
_cell_volume   191.23146819
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.01751100  0.93514400  0.75000000  1
  Mg  Mg1  1  0.48248900  0.43514400  0.75000000  1
  Mg  Mg2  1  0.51751100  0.56485600  0.25000000  1
  Mg  Mg3  1  0.98248900  0.06485600  0.25000000  1
  Mn  Mn4  1  0.00000000  0.50000000  0.00000000  1
  Mn  Mn5  1  0.00000000  0.50000000  0.50000000  1
  Mn  Mn6  1  0.50000000  0.00000000  0.50000000  1
  Mn  Mn7  1  0.50000000  0.00000000  0.00000000  1
  O  O8  1  0.12682200  0.44321500  0.25000000  1
  O  O9  1  0.18706600  0.19299300  0.56640400  1
  O  O10  1  0.18706600  0.19299300  0.93359600  1
  O  O11  1  0.31293400  0.69299300  0.56640400  1
  O  O12  1  0.31293400  0.69299300  0.93359600  1
  O  O13  1  0.37317800  0.94321500  0.25000000  1
  O  O14  1  0.62682200  0.05678500  0.75000000  1
  O  O15  1  0.68706600  0.30700700  0.06640400  1
  O  O16  1  0.68706600  0.30700700  0.43359600  1
  O  O17  1  0.81293400  0.80700700  0.06640400  1
  O  O18  1  0.81293400  0.80700700  0.43359600  1
  O  O19  1  0.87317800  0.55678500  0.75000000  1
",-2.289005457,11.9977123
1272815,"# generated using pymatgen
data_SrCoO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.49019555
_cell_length_b   6.73615954
_cell_length_c   6.73608611
_cell_angle_alpha   70.94369734
_cell_angle_beta   90.00015650
_cell_angle_gamma   90.00014446
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrCoO3
_chemical_formula_sum   'Sr4 Co4 O12'
_cell_volume   235.46734734
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.50003500  0.74641600  0.25195400  1
  Sr  Sr1  1  0.00001000  0.00781000  0.49840900  1
  Sr  Sr2  1  0.50003500  0.25198300  0.74641300  1
  Sr  Sr3  1  0.00001100  0.49841800  0.00779000  1
  Co  Co4  1  0.00006000  0.50070900  0.50070700  1
  Co  Co5  1  0.49999500  0.75151000  0.75133700  1
  Co  Co6  1  0.00016800  0.00699400  0.00699000  1
  Co  Co7  1  0.50010800  0.25059000  0.25054500  1
  O  O8  1  0.26328600  0.63344900  0.63345500  1
  O  O9  1  0.74135100  0.87073700  0.87076700  1
  O  O10  1  0.25143900  0.11960300  0.11962300  1
  O  O11  1  0.74617500  0.37138200  0.37141800  1
  O  O12  1  0.99996300  0.74256600  0.26164200  1
  O  O13  1  0.49989200  0.01221400  0.47885700  1
  O  O14  1  0.99995800  0.26162500  0.74258000  1
  O  O15  1  0.49989700  0.47881700  0.01223300  1
  O  O16  1  0.25370200  0.37133500  0.37137100  1
  O  O17  1  0.73685000  0.63346200  0.63347200  1
  O  O18  1  0.25853300  0.87072400  0.87075700  1
  O  O19  1  0.74853400  0.11965700  0.11967900  1
",-1.960253978,12.794274
19138,"# generated using pymatgen
data_BaNiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.67658447
_cell_length_b   5.67658423
_cell_length_c   4.78201573
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000145
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaNiO3
_chemical_formula_sum   'Ba2 Ni2 O6'
_cell_volume   133.44915155
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.66666700  0.33333300  0.25000000  1
  Ba  Ba1  1  0.33333300  0.66666700  0.75000000  1
  Ni  Ni2  1  -0.00000000  -0.00000000  0.50000000  1
  Ni  Ni3  1  -0.00000000  -0.00000000  -0.00000000  1
  O  O4  1  0.85344194  0.70688388  0.75000000  1
  O  O5  1  0.14655806  0.85344194  0.25000000  1
  O  O6  1  0.70688388  0.85344194  0.25000000  1
  O  O7  1  0.29311612  0.14655806  0.75000000  1
  O  O8  1  0.14655806  0.29311612  0.25000000  1
  O  O9  1  0.85344194  0.14655806  0.75000000  1
",-1.820022473,0.0
975346,"# generated using pymatgen
data_RbMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.03926500
_cell_length_b   4.03926500
_cell_length_c   4.03926500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RbMnO3
_chemical_formula_sum   'Rb1 Mn1 O3'
_cell_volume   65.90328142
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.00000000  0.00000000  0.00000000  1
  Mn  Mn1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",-1.378088158,1.9943766
1188011,"# generated using pymatgen
data_ZrBeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.46916200
_cell_length_b   3.46916200
_cell_length_c   3.46916200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrBeO3
_chemical_formula_sum   'Zr1 Be1 O3'
_cell_volume   41.75165949
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.00000000  0.00000000  0.00000000  1
  Be  Be1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",-2.867200542,2e-06
1272373,"# generated using pymatgen
data_LaMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.49228027
_cell_length_b   5.60165729
_cell_length_c   8.08411000
_cell_angle_alpha   90.00010077
_cell_angle_beta   90.00006675
_cell_angle_gamma   89.96349915
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaMnO3
_chemical_formula_sum   'La4 Mn4 O12'
_cell_volume   248.71464165
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.49999500  0.99999300  0.24943100  1
  La  La1  1  0.49999500  0.99999600  0.75057200  1
  La  La2  1  0.00000400  0.50000200  0.25063000  1
  La  La3  1  0.00000500  0.50000400  0.74937200  1
  Mn  Mn4  1  0.49993900  0.50005100  0.49999800  1
  Mn  Mn5  1  0.00007600  0.00002200  0.00000600  1
  Mn  Mn6  1  0.49997000  0.49998600  0.99999900  1
  Mn  Mn7  1  0.99998500  0.99997000  0.49998000  1
  O  O8  1  0.50000100  0.49999700  0.23572900  1
  O  O9  1  0.50000000  0.49999500  0.76427500  1
  O  O10  1  0.00000500  0.99999600  0.26430800  1
  O  O11  1  0.00000400  0.99999800  0.73568900  1
  O  O12  1  0.70210000  0.82723800  0.99999900  1
  O  O13  1  0.68812900  0.80986900  0.50000200  1
  O  O14  1  0.81186200  0.31017400  0.00000200  1
  O  O15  1  0.79811700  0.32716800  0.50000300  1
  O  O16  1  0.29790800  0.17275400  0.99999900  1
  O  O17  1  0.31187400  0.19012800  0.50000100  1
  O  O18  1  0.18814600  0.68982000  0.00000300  1
  O  O19  1  0.20188500  0.67283700  0.50000300  1
",-2.962402039,16.0017743
1017467,"# generated using pymatgen
data_CaMnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.80171600
_cell_length_b   3.80171600
_cell_length_c   3.80171600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaMnO3
_chemical_formula_sum   'Ca1 Mn1 O3'
_cell_volume   54.94637069
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.50000000  0.50000000  0.50000000  1
  Mn  Mn1  1  0.00000000  0.00000000  0.00000000  1
  O  O2  1  0.50000000  0.00000000  0.00000000  1
  O  O3  1  0.00000000  0.50000000  0.00000000  1
  O  O4  1  0.00000000  0.00000000  0.50000000  1
",-2.418963381,3.153875
4387,"# generated using pymatgen
data_SrZrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.79524115
_cell_length_b   5.84428960
_cell_length_c   8.21457412
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrZrO3
_chemical_formula_sum   'Sr4 Zr4 O12'
_cell_volume   278.21996603
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00695062  0.53137829  0.25000000  1
  Sr  Sr1  1  0.50695062  0.96862171  0.75000000  1
  Sr  Sr2  1  0.49304938  0.03137829  0.25000000  1
  Sr  Sr3  1  0.99304938  0.46862171  0.75000000  1
  Zr  Zr4  1  -0.00000000  -0.00000000  -0.00000000  1
  Zr  Zr5  1  0.50000000  0.50000000  -0.00000000  1
  Zr  Zr6  1  0.50000000  0.50000000  0.50000000  1
  Zr  Zr7  1  -0.00000000  -0.00000000  0.50000000  1
  O  O8  1  0.21435424  0.28544994  0.46083320  1
  O  O9  1  0.71435424  0.21455006  0.53916680  1
  O  O10  1  0.28564576  0.78544994  0.03916680  1
  O  O11  1  0.78564576  0.71455006  0.96083320  1
  O  O12  1  0.78564576  0.71455006  0.53916680  1
  O  O13  1  0.28564576  0.78544994  0.46083320  1
  O  O14  1  0.71435424  0.21455006  0.96083320  1
  O  O15  1  0.21435424  0.28544994  0.03916680  1
  O  O16  1  0.92580939  0.98136803  0.25000000  1
  O  O17  1  0.42580939  0.51863197  0.75000000  1
  O  O18  1  0.57419061  0.48136803  0.25000000  1
  O  O19  1  0.07419061  0.01863197  0.75000000  1
",-3.661658828,0.0
20772,"# generated using pymatgen
data_CaCrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.33343300
_cell_length_b   5.47225500
_cell_length_c   7.54876000
_cell_angle_alpha   90.00058264
_cell_angle_beta   90.00018461
_cell_angle_gamma   90.00044520
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaCrO3
_chemical_formula_sum   'Ca4 Cr4 O12'
_cell_volume   220.31739525
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.99212900  0.04491300  0.25001800  1
  Ca  Ca1  1  0.49246200  0.45498300  0.74998500  1
  Ca  Ca2  1  0.50785500  0.54475500  0.24997900  1
  Ca  Ca3  1  0.00753900  0.95513900  0.75001100  1
  Cr  Cr4  1  0.49998800  0.00022600  0.99999000  1
  Cr  Cr5  1  0.00012300  0.50017300  0.00002300  1
  Cr  Cr6  1  0.99997600  0.50013100  0.50000200  1
  Cr  Cr7  1  0.49988000  0.00002300  0.49998300  1
  O  O8  1  0.92284700  0.52131500  0.74999000  1
  O  O9  1  0.42260200  0.97857300  0.25001000  1
  O  O10  1  0.57713000  0.02122800  0.75001100  1
  O  O11  1  0.07736700  0.47865800  0.24999000  1
  O  O12  1  0.71229000  0.29700900  0.46007200  1
  O  O13  1  0.21223800  0.20293300  0.53985700  1
  O  O14  1  0.78774300  0.79701200  0.03993700  1
  O  O15  1  0.28780600  0.70298300  0.96014000  1
  O  O16  1  0.71224700  0.29701300  0.03991600  1
  O  O17  1  0.21218200  0.20297900  0.96014800  1
  O  O18  1  0.28782400  0.70298000  0.53986800  1
  O  O19  1  0.78777000  0.79697400  0.46006800  1
",-2.61827998,8.0012736
