material_id,cif,formation_energy_per_atom,dir_gap
5311,"# generated using pymatgen
data_TlZnNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.39604845
_cell_length_b   4.39604845
_cell_length_c   4.39604845
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TlZnNOF
_chemical_formula_sum   'Tl1 Zn1 N1 O1 F1'
_cell_volume   84.95470003
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.00028726  0.00000000  0.00000000  1
  Tl  Tl1  1  0.50584213  0.50000000  0.50000000  1
  F  F2  1  0.49952379  0.00000000  0.50000000  1
  N  N3  1  0.49982888  0.50000000  0.00000000  1
  O  O4  1  0.00465157  0.50000000  0.50000000  1
",1.76,0.0
1433,"# generated using pymatgen
data_RbPdNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.40387101
_cell_length_b   4.40387101
_cell_length_c   4.40387101
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RbPdNO2
_chemical_formula_sum   'Rb1 Pd1 N1 O2'
_cell_volume   85.40902621
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pd  Pd0  1  0.00029273  0.00000000  -0.00000000  1
  Rb  Rb1  1  0.50539404  0.50000000  0.50000000  1
  N  N2  1  0.49998726  -0.00000000  0.50000000  1
  O  O3  1  0.50033994  0.50000000  0.00000000  1
  O  O4  1  0.00439669  0.50000000  0.50000000  1
",3.2,0.0
1878,"# generated using pymatgen
data_Pb2NO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.42075417
_cell_length_b   4.42075417
_cell_length_c   4.42075417
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pb2NO2
_chemical_formula_sum   'Pb2 N1 O2'
_cell_volume   86.39509686
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pb  Pb0  1  0.15698955  0.00000000  -0.00000000  1
  Pb  Pb1  1  0.55577879  0.50000000  0.50000000  1
  N  N2  1  0.42612256  -0.00000000  0.50000000  1
  O  O3  1  0.45867558  0.50000000  0.00000000  1
  O  O4  1  0.03507519  0.50000000  0.50000000  1
",1.12,0.0
9349,"# generated using pymatgen
data_BeFeSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.99119570
_cell_length_b   3.99119570
_cell_length_c   3.99119570
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeFeSO2
_chemical_formula_sum   'Be1 Fe1 S1 O2'
_cell_volume   63.57832323
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.37417346  -0.00000000  -0.00000000  1
  Fe  Fe1  1  0.49696789  0.50000000  0.50000000  1
  S  S2  1  0.19474604  -0.00000000  0.50000000  1
  O  O3  1  0.46709661  0.50000000  0.00000000  1
  O  O4  1  -0.05036771  0.50000000  0.50000000  1
",1.08,0.0
12111,"# generated using pymatgen
data_CuAgO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.89660178
_cell_length_b   3.89660178
_cell_length_c   3.89660178
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuAgO2F
_chemical_formula_sum   'Cu1 Ag1 O2 F1'
_cell_volume   59.16407444
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.00049120  0.00000000  0.00000000  1
  Cu  Cu1  1  0.50583656  0.50000000  0.50000000  1
  F  F2  1  0.50014681  0.00000000  0.50000000  1
  O  O3  1  0.49979647  0.50000000  0.00000000  1
  O  O4  1  0.00437270  0.50000000  0.50000000  1
",1.14,0.0
13751,"# generated using pymatgen
data_RbPbO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.43874288
_cell_length_b   4.43874288
_cell_length_c   4.43874288
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RbPbO3
_chemical_formula_sum   'Rb1 Pb1 O3'
_cell_volume   87.45405820
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.00086836  0.00000000  0.00000000  1
  Pb  Pb1  1  0.50524728  0.50000000  0.50000000  1
  O  O2  1  0.49983186  0.00000000  0.50000000  1
  O  O3  1  0.49983186  0.50000000  -0.00000000  1
  O  O4  1  0.00457103  0.50000000  0.50000000  1
",0.84,0.0
5407,"# generated using pymatgen
data_CsSbNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.80137863
_cell_length_b   4.80137863
_cell_length_c   4.80137863
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsSbNOF
_chemical_formula_sum   'Cs1 Sb1 N1 O1 F1'
_cell_volume   110.68731807
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sb  Sb0  1  0.00047874  0.00000000  0.00000000  1
  Cs  Cs1  1  0.50452581  0.50000000  0.50000000  1
  F  F2  1  0.49930885  0.00000000  0.50000000  1
  N  N3  1  0.50058963  0.50000000  0.00000000  1
  O  O4  1  0.00455495  0.50000000  0.50000000  1
",2.86,0.0
16520,"# generated using pymatgen
data_LaGeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95122831
_cell_length_b   3.95122831
_cell_length_c   3.95122831
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaGeN3
_chemical_formula_sum   'La1 Ge1 N3'
_cell_volume   61.68738682
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  La  La0  1  0.00139434  0.00000000  0.00000000  1
  Ge  Ge1  1  0.50141227  0.50000000  0.50000000  1
  N  N2  1  0.50116770  0.00000000  0.50000000  1
  N  N3  1  0.50116770  0.50000000  -0.00000000  1
  N  N4  1  0.00121214  0.50000000  0.50000000  1
",0.66,0.0
17702,"# generated using pymatgen
data_BeIrN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.87426130
_cell_length_b   3.87426130
_cell_length_c   3.87426130
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeIrN3
_chemical_formula_sum   'Be1 Ir1 N3'
_cell_volume   58.15227703
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.27127137  0.00000000  0.00000000  1
  Ir  Ir1  1  0.49830370  0.50000000  0.50000000  1
  N  N2  1  0.30803887  -0.00000000  0.50000000  1
  N  N3  1  0.30803887  0.50000000  0.00000000  1
  N  N4  1  -0.06722181  0.50000000  0.50000000  1
",1.46,0.0
3713,"# generated using pymatgen
data_KSnNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.62680768
_cell_length_b   4.62680768
_cell_length_c   4.62680768
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KSnNOF
_chemical_formula_sum   'K1 Sn1 N1 O1 F1'
_cell_volume   99.04768791
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sn  Sn0  1  0.00037450  0.00000000  0.00000000  1
  K  K1  1  0.50551136  0.50000000  0.50000000  1
  F  F2  1  0.49972295  0.00000000  0.50000000  1
  N  N3  1  0.49967375  0.50000000  0.00000000  1
  O  O4  1  0.00482646  0.50000000  0.50000000  1
",2.48,0.0
15664,"# generated using pymatgen
data_SiMoO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.97655836
_cell_length_b   3.97655836
_cell_length_c   3.97655836
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SiMoO3
_chemical_formula_sum   'Si1 Mo1 O3'
_cell_volume   62.88138240
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Si  Si0  1  0.00034857  -0.00000000  0.00000000  1
  Mo  Mo1  1  0.50175683  0.50000000  0.50000000  1
  O  O2  1  0.50245855  0.00000000  0.50000000  1
  O  O3  1  0.50245855  0.50000000  0.00000000  1
  O  O4  1  0.00187058  0.50000000  0.50000000  1
",1.34,0.0
15951,"# generated using pymatgen
data_NaRuO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.93438346
_cell_length_b   3.93438346
_cell_length_c   3.93438346
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaRuO3
_chemical_formula_sum   'Na1 Ru1 O3'
_cell_volume   60.90178991
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.00129144  -0.00000000  -0.00000000  1
  Ru  Ru1  1  0.50321826  0.50000000  0.50000000  1
  O  O2  1  0.50216170  -0.00000000  0.50000000  1
  O  O3  1  0.50216170  0.50000000  -0.00000000  1
  O  O4  1  0.00296109  0.50000000  0.50000000  1
",0.68,0.0
3439,"# generated using pymatgen
data_GeSbNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.23887623
_cell_length_b   4.23887623
_cell_length_c   4.23887623
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GeSbNOF
_chemical_formula_sum   'Ge1 Sb1 N1 O1 F1'
_cell_volume   76.16443175
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ge  Ge0  1  0.00121819  0.00000000  0.00000000  1
  Sb  Sb1  1  0.50427816  0.50000000  0.50000000  1
  F  F2  1  0.49957159  0.00000000  0.50000000  1
  N  N3  1  0.50052040  0.50000000  0.00000000  1
  O  O4  1  0.00429202  0.50000000  0.50000000  1
",1.0,0.0
5909,"# generated using pymatgen
data_TaSiN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.66016939
_cell_length_b   3.66016939
_cell_length_c   3.66016939
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TaSiN2O
_chemical_formula_sum   'Ta1 Si1 N2 O1'
_cell_volume   49.03470371
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ta  Ta0  1  0.06184229  -0.00000000  0.00000000  1
  Si  Si1  1  0.44348126  0.50000000  0.50000000  1
  N  N2  1  0.37987158  -0.00000000  0.50000000  1
  N  N3  1  0.37987158  0.50000000  -0.00000000  1
  O  O4  1  -0.08499104  0.50000000  0.50000000  1
",0.78,0.0
12937,"# generated using pymatgen
data_MgOsO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.93324188
_cell_length_b   3.93324188
_cell_length_c   3.93324188
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgOsO2F
_chemical_formula_sum   'Mg1 Os1 O2 F1'
_cell_volume   60.84879242
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Os  Os0  1  0.00036796  0.00000000  0.00000000  1
  Mg  Mg1  1  0.50507163  0.50000000  0.50000000  1
  F  F2  1  0.49991662  0.00000000  0.50000000  1
  O  O3  1  0.49998872  0.50000000  0.00000000  1
  O  O4  1  0.00464137  0.50000000  0.50000000  1
",1.84,0.0
13186,"# generated using pymatgen
data_CsSiO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.05135984
_cell_length_b   4.05135984
_cell_length_c   4.05135984
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsSiO2F
_chemical_formula_sum   'Cs1 Si1 O2 F1'
_cell_volume   66.49706183
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.00774672  0.00000000  0.00000000  1
  Si  Si1  1  0.54691778  0.50000000  0.50000000  1
  F  F2  1  0.49264105  0.00000000  0.50000000  1
  O  O3  1  0.50057976  0.50000000  0.00000000  1
  O  O4  1  -0.04237435  0.50000000  0.50000000  1
",1.34,0.0
16287,"# generated using pymatgen
data_CaCdN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.30385549
_cell_length_b   4.30385549
_cell_length_c   4.30385549
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaCdN3
_chemical_formula_sum   'Ca1 Cd1 N3'
_cell_volume   79.72105564
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.25210446  0.00000000  -0.00000000  1
  Ca  Ca1  1  0.75991911  0.50000000  0.50000000  1
  N  N2  1  0.25039279  -0.00000000  0.50000000  1
  N  N3  1  0.25039279  0.50000000  -0.00000000  1
  N  N4  1  0.25876044  0.50000000  0.50000000  1
",2.14,0.0
13522,"# generated using pymatgen
data_CdIrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.10688186
_cell_length_b   4.10688186
_cell_length_c   4.10688186
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdIrO3
_chemical_formula_sum   'Cd1 Ir1 O3'
_cell_volume   69.26863518
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ir  Ir0  1  0.31041550  0.00000000  0.00000000  1
  Cd  Cd1  1  0.60141410  0.50000000  0.50000000  1
  O  O2  1  0.32281725  -0.00000000  0.50000000  1
  O  O3  1  0.32281725  0.50000000  -0.00000000  1
  O  O4  1  0.07513582  0.50000000  0.50000000  1
",1.8,0.0
8452,"# generated using pymatgen
data_CdCuSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.22170139
_cell_length_b   4.22170139
_cell_length_c   4.22170139
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdCuSO2
_chemical_formula_sum   'Cd1 Cu1 S1 O2'
_cell_volume   75.24238156
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.00014744  0.00000000  0.00000000  1
  Cu  Cu1  1  0.50975193  0.50000000  0.50000000  1
  S  S2  1  0.49956527  0.00000000  0.50000000  1
  O  O3  1  0.50009491  0.50000000  0.00000000  1
  O  O4  1  0.00050688  0.50000000  0.50000000  1
",1.46,0.0
3959,"# generated using pymatgen
data_ZrBeNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18940542
_cell_length_b   4.18940542
_cell_length_c   4.18940542
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrBeNOF
_chemical_formula_sum   'Zr1 Be1 N1 O1 F1'
_cell_volume   73.52874817
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.00029200  0.00000000  0.00000000  1
  Zr  Zr1  1  0.50861228  0.50000000  0.50000000  1
  F  F2  1  0.49949830  0.00000000  0.50000000  1
  N  N3  1  0.49822892  0.50000000  0.00000000  1
  O  O4  1  0.00354446  0.50000000  0.50000000  1
",1.54,0.0
9960,"# generated using pymatgen
data_MnTlSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.25817976
_cell_length_b   4.25817976
_cell_length_c   4.25817976
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnTlSO2
_chemical_formula_sum   'Mn1 Tl1 S1 O2'
_cell_volume   77.20971934
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  -0.04872709  0.00000000  0.00000000  1
  Mn  Mn1  1  0.57650702  0.50000000  0.50000000  1
  S  S2  1  0.38500443  0.00000000  0.50000000  1
  O  O3  1  0.58539425  0.50000000  0.00000000  1
  O  O4  1  0.00093386  0.50000000  0.50000000  1
",0.82,0.0
11827,"# generated using pymatgen
data_CuGeO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.85320424
_cell_length_b   3.85320424
_cell_length_c   3.85320424
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuGeO2F
_chemical_formula_sum   'Cu1 Ge1 O2 F1'
_cell_volume   57.20922812
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.00048163  0.00000000  0.00000000  1
  Ge  Ge1  1  0.50611393  0.50000000  0.50000000  1
  F  F2  1  0.49940584  0.00000000  0.50000000  1
  O  O3  1  0.49964472  0.50000000  0.00000000  1
  O  O4  1  0.00411265  0.50000000  0.50000000  1
",0.64,0.0
3880,"# generated using pymatgen
data_AlNiNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.79168993
_cell_length_b   3.79168993
_cell_length_c   3.79168993
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlNiNOF
_chemical_formula_sum   'Al1 Ni1 N1 O1 F1'
_cell_volume   54.51279452
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ni  Ni0  1  0.21485895  0.00000000  0.00000000  1
  Al  Al1  1  0.52355488  0.50000000  0.50000000  1
  F  F2  1  0.52558464  0.00000000  0.50000000  1
  N  N3  1  0.45029413  0.50000000  0.00000000  1
  O  O4  1  0.01296316  0.50000000  0.50000000  1
",1.14,0.0
17348,"# generated using pymatgen
data_TlNiN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.88465845
_cell_length_b   3.88465845
_cell_length_c   3.88465845
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TlNiN3
_chemical_formula_sum   'Tl1 Ni1 N3'
_cell_volume   58.62171522
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",1.88,0.0
258,"# generated using pymatgen
data_CsMgNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.37067747
_cell_length_b   4.37067747
_cell_length_c   4.37067747
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsMgNO2
_chemical_formula_sum   'Cs1 Mg1 N1 O2'
_cell_volume   83.49227182
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.00099504  -0.00000000  0.00000000  1
  Mg  Mg1  1  0.50335690  0.50000000  0.50000000  1
  N  N2  1  0.50055055  -0.00000000  0.50000000  1
  O  O3  1  0.50146062  0.50000000  0.00000000  1
  O  O4  1  0.00396075  0.50000000  0.50000000  1
",1.58,0.0
18631,"# generated using pymatgen
data_BeInN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.67718300
_cell_length_b   3.67718300
_cell_length_c   3.67718300
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeInN3
_chemical_formula_sum   'Be1 In1 N3'
_cell_volume   49.72167260
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  In  In0  1  0.00143224  0.00000000  -0.00000000  1
  Be  Be1  1  0.50086222  0.50000000  0.50000000  1
  N  N2  1  0.50101867  0.00000000  0.50000000  1
  N  N3  1  0.50101867  0.50000000  -0.00000000  1
  N  N4  1  0.00090276  0.50000000  0.50000000  1
",1.88,0.0
